project,repo,defect_id,date,evidence_type,evidence_url,commit_sha,defect_class,class_confidence,discovery_venue,venue_confidence,description,evidence_quote,experiment_ruining_proposed,ruining_rationale,fix_files,fix_loc
Hummingbird,JohnYanxinLiu/Hummingbird-AirStack,Hummingbird-011,2026-08-18,commit_msg,https://github.com/JohnYanxinLiu/Hummingbird-AirStack/commit/0ea27dc8b273a5723a08cff91021c69205b865ec,0ea27dc8b273a5723a08cff91021c69205b865ec,logic,high,sim_interactive,medium,"perch_task's airborne guard compared absolute altitude, but the landed body rests at z ~0.5 m, so the check passed on the ground","MIN_AIRBORNE_Z_M was an absolute altitude, but the landed body sits at z ~0.5 in the world frame (spawn height + landing gear), so the check passed on the ground",yes,"A perch approach can be commanded on a grounded drone, which drives the airframe into the floor rather than the wire.",robot/ros_ws/src/local/planners/perch_task/perch_task/perch_task_node.py,93+/16- (whole commit; fixes multiple listed defects)
Hummingbird,JohnYanxinLiu/Hummingbird-AirStack,Hummingbird-012,2026-08-18,commit_msg,https://github.com/JohnYanxinLiu/Hummingbird-AirStack/commit/11f2afe732098e72afeb50e21276a8105ffb7288,11f2afe732098e72afeb50e21276a8105ffb7288,parameter,high,sim_interactive,medium,"The commanded latch point was 2.00 m while the modelled conductor hangs near 1.86 m at that span position, a 0.14 m aim error","ric_demo_powerline (span 4.0, height 2.0, sag 0.15) puts the conductor near z=1.86 at x=0.5, not 2.00 - about 0.14 m below where perch aims.",uncertain,Documented as a known mismatch when introduced and reconciled later; on its own it prevents capture but is visible in one attempt.,robot/ros_ws/src/local/planners/perch_task/README.md;robot/ros_ws/src/local/planners/perch_task/launch/perch_task.launch.xml;robot/ros_ws/src/local/planners/perch_task/perch_task/approach.py;robot/ros_ws/src/local/planners/perch_task/perch_task/perch_task_node.py;robot/ros_ws/src/local/planners/perch_task/perch_task/search.py;robot/ros_ws/src/local/planners/perch_task/test/test_perch_approach.py;robot/ros_ws/src/local/planners/perch_task/test/test_perch_search.py;simulation/isaac-sim/launch_scripts/hummingbird_powerline_scene.py,400+/243-
Hummingbird,JohnYanxinLiu/Hummingbird-AirStack,Hummingbird-013,2026-08-18,commit_msg,https://github.com/JohnYanxinLiu/Hummingbird-AirStack/commit/9bcd15c8a5e0fb4c4fc1a2e0755af92c3bb431e5,9bcd15c8a5e0fb4c4fc1a2e0755af92c3bb431e5,parameter,high,sim_interactive,high,"action_relay's 5 m airborne gate rejected every perch goal, since the whole approach happens between 0.6 m and the wire at ~2 m","""Takeoff first - drone is at 0.62m AGL (need >= 5m)."" That is an outdoor number and it blocked perch outright",yes,Perch can never be commanded at all; the gate can only be satisfied by flying above the thing being perched on.,gcs/ros_ws/src/action_relay/action_relay/relay_node.py,4+/1-
Hummingbird,JohnYanxinLiu/Hummingbird-AirStack,Hummingbird-014,2026-08-19,commit_msg,https://github.com/JohnYanxinLiu/Hummingbird-AirStack/commit/d6eff60fde2121de0659425d8fccaa7ac2e5e3ac,d6eff60fde2121de0659425d8fccaa7ac2e5e3ac,other,high,sim_interactive,high,"teensy_serial opened its port once at startup and kept a deleted pty after socat respawned, so claw commands were written to nothing with no error","it sat holding /dev/pts/3 (deleted) while /dev/ttyACM0 pointed at /dev/pts/4. Writes went nowhere, nothing was ever read, and no error appeared anywhere.",yes,"The claw silently stops responding after any Isaac restart, with no error at either end - the failure mode that motivated the whole investigation.",robot/ros_ws/src/sensors/teensy_serial/teensy_serial/teensy_serial_node.py,95+/98- (whole commit; fixes multiple listed defects)
Hummingbird,JohnYanxinLiu/Hummingbird-AirStack,Hummingbird-015,2026-08-19,commit_msg,https://github.com/JohnYanxinLiu/Hummingbird-AirStack/commit/d6eff60fde2121de0659425d8fccaa7ac2e5e3ac,d6eff60fde2121de0659425d8fccaa7ac2e5e3ac,timing_clock,high,sim_interactive,medium,teensy_serial died at startup if the Isaac TCP server was not listening yet; socat's forever flag had been masking the start-up race,socat's `forever` had been absorbing the start-up race ... so removing it exposed that the node dies if the far end is not listening yet,uncertain,"Bring-up order between the robot and sim containers is not guaranteed, so the node can fail to start at all.",robot/ros_ws/src/sensors/teensy_serial/teensy_serial/teensy_serial_node.py,95+/98- (whole commit; fixes multiple listed defects)
Hummingbird,JohnYanxinLiu/Hummingbird-AirStack,Hummingbird-016,2026-08-19,commit_msg,https://github.com/JohnYanxinLiu/Hummingbird-AirStack/commit/ffb5dd8eb1916fa061c33d2f43e3f1c52c9ab31e,ffb5dd8eb1916fa061c33d2f43e3f1c52c9ab31e,other,high,unknown,low,"teensy_serial test doubles desynced from the node: the stub exposed serial.Serial while the node called serial_for_url, and a raising fake spun the reconnect loop forever","I committed the previous change with these red - my fault, and the failures were real rather than incidental",no,Test-suite breakage caught at the desk; it costs no flight session.,robot/ros_ws/src/sensors/teensy_serial/test/test_teensy_serial_node.py,82+/12-
Hummingbird,JohnYanxinLiu/Hummingbird-AirStack,Hummingbird-017,2026-08-19,commit_msg,https://github.com/JohnYanxinLiu/Hummingbird-AirStack/commit/fe093a034e046552ce1d4a7003e675559d1fc522,fe093a034e046552ce1d4a7003e675559d1fc522,timing_clock,high,sim_interactive,high,"The gripper's one-shot open lost a race with articulation init, so the stiff USD drive slammed the jaw shut and auto_latch ratcheted it closed","On a fresh scene the claw came up ST:0,0.0,LATCHED - jaw closed, already ratcheted, with nothing to latch onto.",yes,"The claw is closed before the flight begins, so every perch attempt in that session is wasted on an unusable gripper.",simulation/isaac-sim/utils/hummingbird/gripper.py;simulation/isaac-sim/utils/hummingbird/test/test_gripper_state_machine.py,67+/0-
Hummingbird,JohnYanxinLiu/Hummingbird-AirStack,Hummingbird-018,2026-08-20,commit_msg,https://github.com/JohnYanxinLiu/Hummingbird-AirStack/commit/5800763113ec5a2a1c5a3a3f02b5795978d4c345,5800763113ec5a2a1c5a3a3f02b5795978d4c345,logic,high,sim_interactive,high,"The fix for the start-open race re-asserted set_dof_position every tick, teleporting the jaw and feeding reaction torque into the airframe while PX4's EKF initialised","repeating it snapped the jaw back each step, and the reaction torque went into the airframe at exactly the moment PX4's EKF was initialising ... Takeoff degraded as a result.",yes,"A regression that degrades every takeoff while looking like a flight-control problem, not a gripper problem.",simulation/isaac-sim/utils/hummingbird/gripper.py;simulation/isaac-sim/utils/hummingbird/test/test_gripper_state_machine.py,18+/13-
Hummingbird,JohnYanxinLiu/Hummingbird-AirStack,Hummingbird-019,2026-08-20,commit_msg,https://github.com/JohnYanxinLiu/Hummingbird-AirStack/commit/9c5af0f8ef3fffff61c0d432a9a836638b5c7ee8,9c5af0f8ef3fffff61c0d432a9a836638b5c7ee8,parameter,high,sim_interactive,medium,"Five documented HUMMINGBIRD_* scene knobs were never forwarded into the isaac-sim container, so setting them in an overrides env file did nothing",five documented knobs were silently inert when set in an overrides/*.env,uncertain,"A/B levers appear to be set but are inert, so experiments silently test the same configuration twice.",simulation/isaac-sim/docker/docker-compose.yaml,12+/0-
Hummingbird,JohnYanxinLiu/Hummingbird-AirStack,Hummingbird-020,2026-08-22,commit_msg,https://github.com/JohnYanxinLiu/Hummingbird-AirStack/commit/f4d924f7f8dfb3a1f02e386878c199e60c5e9d7c,f4d924f7f8dfb3a1f02e386878c199e60c5e9d7c,timing_clock,high,sim_interactive,high,"PX4_PHYSICS_HZ was 100 while the PX4 lockstep backend ran at 250 Hz, so PX4 integrated against a plant stepping 2.5x slower than it expects",PX4 was integrating against a plant stepping 2.5x slower than it expects,uncertain,Contributes about half the hover attitude ripple; it degrades every flight rather than aborting one.,overrides/hummingbird-waypoints.env;simulation/isaac-sim/docker/px4-params/hummingbird-att-default.env;simulation/isaac-sim/docker/px4-params/hummingbird.env,99+/1-
Hummingbird,JohnYanxinLiu/Hummingbird-AirStack,Hummingbird-021,2026-08-23,commit_msg,https://github.com/JohnYanxinLiu/Hummingbird-AirStack/commit/f287ad968382130da91f3c9d614b688180322d0c,f287ad968382130da91f3c9d614b688180322d0c,parameter,medium,unknown,low,"The motor model defaulted to a freewheel deceleration identified on a bench rig with the ESC brake off, while the flight ESCs brake regeneratively","the bench measured the coast ""with the KDE ESC's brake off"" and that the real mode ""depends on the FLIGHT ESC config"" - so freewheel was a bench-rig artifact",uncertain,"Dominant phase term at the limit cycle, but the correction was reasoned from a datasheet rather than triggered by a failed run.",overrides/hummingbird-sim.env;simulation/isaac-sim/utils/hummingbird/README.md;simulation/isaac-sim/utils/hummingbird/motor_model.py,68+/9-
Hummingbird,JohnYanxinLiu/Hummingbird-AirStack,Hummingbird-022,2026-08-23,commit_msg,https://github.com/JohnYanxinLiu/Hummingbird-AirStack/commit/dbc2e93c0049b67e37ac1352d7ff5976e881a3b6,dbc2e93c0049b67e37ac1352d7ff5976e881a3b6,logic,high,sim_interactive,high,"waypoint_planner rejected TakeoffTask when the drone was not armed instead of arming it, so the GCS Takeoff button aborted on the PX4-position deployment","[relay] /robot_1/tasks/takeoff: ABORTED ... Cause: waypoint_planner rejected with ""not armed"" instead of arming.",yes,"The only takeoff control in the demo path does nothing, and the author's own test scripts armed beforehand so the GCS path was never exercised.",robot/ros_ws/src/global/planners/waypoint_planner/waypoint_planner/waypoint_planner_node.py,67+/2- (whole commit; fixes multiple listed defects)
Hummingbird,JohnYanxinLiu/Hummingbird-AirStack,Hummingbird-023,2026-08-23,commit_msg,https://github.com/JohnYanxinLiu/Hummingbird-AirStack/commit/dbc2e93c0049b67e37ac1352d7ff5976e881a3b6,dbc2e93c0049b67e37ac1352d7ff5976e881a3b6,remap_topic,high,sim_interactive,medium,"waypoint_planner's launch file was missing the robot_command remap, so the client resolved under the node namespace and never reached the interface service","The launch file was also missing the robot_command remap, so the client would have resolved under the node namespace and never reached /$ROBOT_NAME/interface/robot_command",yes,"Arming commands go to a name nothing serves, which reproduces the dead-button symptom even after the logic fix.",robot/ros_ws/src/global/planners/waypoint_planner/launch/waypoint_planner.launch.xml,67+/2- (whole commit; fixes multiple listed defects)
Hummingbird,JohnYanxinLiu/Hummingbird-AirStack,Hummingbird-024,2026-08-24,commit_msg,https://github.com/JohnYanxinLiu/Hummingbird-AirStack/commit/6981e12f2383256484818352e0bae57d0c3b08f5,6981e12f2383256484818352e0bae57d0c3b08f5,logic,high,sim_interactive,high,"_abandon() took a non-reentrant lock and then called _pose(), which takes it again, deadlocking the action thread and stopping the cmd_pose stream mid-flight","the action thread deadlocked holding _task_lock, _tick() blocked, cmd_pose stopped streaming and PX4 would drop OFFBOARD ~0.5 s later - mid-flight. This already fired",yes,PX4 drops OFFBOARD roughly 0.5 s after the deadlock while airborne; it had already fired once as an unexplained rejected land goal.,robot/ros_ws/src/global/planners/waypoint_planner/waypoint_planner/waypoint_planner_node.py,1405+/288- (whole commit; fixes multiple listed defects)
Hummingbird,JohnYanxinLiu/Hummingbird-AirStack,Hummingbird-025,2026-08-24,commit_msg,https://github.com/JohnYanxinLiu/Hummingbird-AirStack/commit/6981e12f2383256484818352e0bae57d0c3b08f5,6981e12f2383256484818352e0bae57d0c3b08f5,logic,high,sim_interactive,high,"action_relay read altitude from NavSatFix while this deployment runs with GPS off, so its altitude stayed None and perch was rejected permanently","current_z stayed None so perch was rejected with ""no GPS fix yet"" forever, no matter what the planner did",yes,"Perch is unreachable from the GCS regardless of what the planner does, and the error message points at GPS rather than the gate.",gcs/ros_ws/src/action_relay/action_relay/relay_node.py,1405+/288- (whole commit; fixes multiple listed defects)
Hummingbird,JohnYanxinLiu/Hummingbird-AirStack,Hummingbird-026,2026-08-24,commit_msg,https://github.com/JohnYanxinLiu/Hummingbird-AirStack/commit/6981e12f2383256484818352e0bae57d0c3b08f5,6981e12f2383256484818352e0bae57d0c3b08f5,timing_clock,high,sim_interactive,high,"Takeoff failed on the first press after bring-up, with no state estimate then failed to arm, because PX4 will not arm before EKF2 converges","Takeoff failed on the first press after bring-up two different ways: instantly, with ""no state estimate"", and later with ""failed to arm"" - PX4 refuses to arm until EKF2 converges on vision, which takes minutes here.",uncertain,"Costs the first attempt of every session; recoverable by waiting, but it masquerades as a hard failure.",robot/ros_ws/src/global/planners/waypoint_planner/waypoint_planner/waypoint_planner_node.py,1405+/288- (whole commit; fixes multiple listed defects)
Hummingbird,JohnYanxinLiu/Hummingbird-AirStack,Hummingbird-027,2026-08-24,commit_msg,https://github.com/JohnYanxinLiu/Hummingbird-AirStack/commit/6981e12f2383256484818352e0bae57d0c3b08f5,6981e12f2383256484818352e0bae57d0c3b08f5,tf_frame,high,sim_interactive,high,"The world-to-robot conversion added earlier became wrong once PX4 ran external-vision-only, and would have sent the drone 1.5 m past the wire","Applying them sends the drone to world (0.0, 1.5, 1.648): 1.5 m past the wire on the far side.",yes,"The same 1.5 m miss as the original frame defect, this time introduced by the earlier fix rather than by the original code.",robot/ros_ws/src/global/planners/waypoint_planner/waypoint_planner/routes.py;robot/ros_ws/src/global/planners/waypoint_planner/waypoint_planner/waypoint_planner_node.py,1405+/288- (whole commit; fixes multiple listed defects)
Hummingbird,JohnYanxinLiu/Hummingbird-AirStack,Hummingbird-028,2026-08-24,commit_msg,https://github.com/JohnYanxinLiu/Hummingbird-AirStack/commit/8e4822c92fab4c3e2adfdb7858633fbdc1acd2c5,8e4822c92fab4c3e2adfdb7858633fbdc1acd2c5,parameter,high,sim_interactive,medium,"MPC_Z_VEL_MAX_UP was taken from a single unrepresentative flight log at 0.2, which makes PX4's smooth-takeoff ramp charge its integrator backwards","hummingbird.env was built from 19_29_59.ulg, one of those 5, whose own takeoff was in STAB with a 0.23 m hop - a fine source for the attitude gains, a poor one for a takeoff parameter.",uncertain,Takeoff takes 41 s instead of ~13 s; expensive in session time but not destructive.,simulation/isaac-sim/docker/px4-params/hummingbird-hte.env;simulation/isaac-sim/docker/px4-params/hummingbird.env;simulation/isaac-sim/utils/hummingbird/README.md,167+/1-
Hummingbird,JohnYanxinLiu/Hummingbird-AirStack,Hummingbird-029,2026-08-24,commit_msg,https://github.com/JohnYanxinLiu/Hummingbird-AirStack/commit/5ccdad78fbd20e619d0c7cba9774888c01b2043e,5ccdad78fbd20e619d0c7cba9774888c01b2043e,parameter,high,sim_interactive,high,"THR_MDL_FAC was unset in sim while the real aircraft flew 0.30, manufacturing an apparent 17 percent hover-thrust deficit that distorted other measurements","The sim was the one running PX4's default of 0, so setting it is a fidelity CORRECTION ... That deficit was never a modelling error in the thrust curve; it was a missing parameter.",uncertain,"It had been distorting measurements all session and drove investigation toward the thrust curve, which was correct.",simulation/isaac-sim/docker/docker-compose.yaml;simulation/isaac-sim/docker/px4-params/hummingbird.env;simulation/isaac-sim/launch_scripts/hummingbird_powerline_scene.py,28+/0-
Hummingbird,JohnYanxinLiu/Hummingbird-AirStack,Hummingbird-030,2026-08-24,commit_msg,https://github.com/JohnYanxinLiu/Hummingbird-AirStack/commit/dbd3d9b5ed1c0e9840f65c5171859569bd396c9a,dbd3d9b5ed1c0e9840f65c5171859569bd396c9a,parameter,high,sim_interactive,medium,"LinearDrag was inherited from the 1.52 kg iris as an absolute coefficient, giving the 8.8 kg airframe a nearly undamped translational plant","Carried onto 8.784 kg it gives K = b/m = 0.057 1/s, six times below the bottom of the 0.1-0.6 1/s range the rotorcraft literature gives",uncertain,"Leading explanation for the horizontal limit cycle, but the commit's own measurement could neither confirm nor refute the change.",simulation/isaac-sim/utils/hummingbird/vehicle.py,36+/3-
Hummingbird,JohnYanxinLiu/Hummingbird-AirStack,Hummingbird-031,2026-08-24,commit_msg,https://github.com/JohnYanxinLiu/Hummingbird-AirStack/commit/952bd0d9ccfabb1dbfa9d56450f985b575445a52,952bd0d9ccfabb1dbfa9d56450f985b575445a52,logic,high,sim_interactive,high,"Tying the settle hold to the tight arrival radius made the drone start the attach leg from rest, stalling the route for 60 s","Flown, that made perch WORSE: the drone settled stationary under the wire, began the ascent from rest, and stalled on the attach leg for 60 s where the same route had previously succeeded.",yes,"A regression that turned a previously succeeding perch route into a 60 s stall, discovered only by flying it.",robot/ros_ws/src/global/planners/waypoint_planner/config/routes.yaml;robot/ros_ws/src/global/planners/waypoint_planner/test/test_routes.py;robot/ros_ws/src/global/planners/waypoint_planner/waypoint_planner/routes.py,132+/15-
Hummingbird,JohnYanxinLiu/Hummingbird-AirStack,Hummingbird-032,2026-08-25,commit_msg,https://github.com/JohnYanxinLiu/Hummingbird-AirStack/commit/69611a6ccdae2e97d53e97667cb01a43c95b01df,69611a6ccdae2e97d53e97667cb01a43c95b01df,parameter,high,unknown,low,"Bench-identified motor lag included the rig's own command chain, so the sim carried roughly twice the real command-to-torque lag",the bench's 31 ms deadtime + 40 ms tau_up identified the rig's command chain along with the motor,uncertain,Doubled actuator lag drove a limit cycle that was investigated as a controller-tuning problem for several sessions.,simulation/isaac-sim/utils/hummingbird/motor_model.py;simulation/isaac-sim/utils/hummingbird/vehicle.py,88+/37- (whole commit; fixes multiple listed defects)
Hummingbird,JohnYanxinLiu/Hummingbird-AirStack,Hummingbird-033,2026-08-25,commit_msg,https://github.com/JohnYanxinLiu/Hummingbird-AirStack/commit/69611a6ccdae2e97d53e97667cb01a43c95b01df,69611a6ccdae2e97d53e97667cb01a43c95b01df,other,high,unknown,low,The motor_model module self-test still assumed the freewheel default and had been failing silently since the symmetric default landed,"Also fixes the module self-test, which still assumed the default decel mode is freewheel (broken silently since the symmetric default landed).",no,A stale self-test found at the desk; no flight time is at risk.,simulation/isaac-sim/utils/hummingbird/motor_model.py,88+/37- (whole commit; fixes multiple listed defects)
Hummingbird,JohnYanxinLiu/Hummingbird-AirStack,Hummingbird-034,2026-08-25,commit_msg,https://github.com/JohnYanxinLiu/Hummingbird-AirStack/commit/08d37e0c5025289c4494df2e829c020b8577132c,08d37e0c5025289c4494df2e829c020b8577132c,timing_clock,high,sim_interactive,high,"action_relay latched its ground reference from the first odometry sample delivered when its executor began spinning, which was mid-climb","Measured consequence 2026-08-25: ground latched at 0.69 m mid-climb, so a 1.0 m hover read 0.31 m AGL and perch was rejected with 'Takeoff first'.",yes,"Perch is rejected after a successful takeoff, and a relay restarted mid-flight is poisoned the same way.",gcs/ros_ws/src/action_relay/action_relay/relay_node.py,34+/1-
Hummingbird,JohnYanxinLiu/Hummingbird-AirStack,Hummingbird-035,2026-08-25,commit_msg,https://github.com/JohnYanxinLiu/Hummingbird-AirStack/commit/5f64c0e8390bbd621f271b97a6982f2736e08d9f,5f64c0e8390bbd621f271b97a6982f2736e08d9f,tf_frame,high,sim_interactive,high,"Routes drove the body centre rather than the claw pivot, which is mounted 7.5 cm off-centre in y, so the jaw closed beside the conductor","the route now targets y=-0.075 so the jaw, not the body centre, aligns with the conductor (three historical attempts closed 7.5 cm beside the wire)",yes,Three separate flight attempts closed the claw next to the wire; each attempt costs a full bring-up and flight.,robot/ros_ws/src/global/planners/waypoint_planner/config/routes.yaml,30+/3-
Hummingbird,JohnYanxinLiu/Hummingbird-AirStack,Hummingbird-036,2026-08-25,commit_msg,https://github.com/JohnYanxinLiu/Hummingbird-AirStack/commit/fbd8b1645745c73cad79f16e99002fd038983f0a,fbd8b1645745c73cad79f16e99002fd038983f0a,parameter,high,sim_interactive,high,"The USD authored the sensing jaw's spring with a preload far above what a slack wire can exert, so the depression signal could never fire","The slack ric-demo wire pushes back with 0.06-0.8 N (~0.05 N*m at the jaw), so DEP could never fire - verified through visually-confirmed wire-in-jaw contact.",yes,"The wire was visibly inside the jaw and capture still never triggered, which is indistinguishable from an approach-geometry failure.",simulation/isaac-sim/utils/hummingbird/gripper.py,28+/0-
Hummingbird,JohnYanxinLiu/Hummingbird-AirStack,Hummingbird-037,2026-08-26,commit_msg,https://github.com/JohnYanxinLiu/Hummingbird-AirStack/commit/ab7346c5f8421a11b94518493b68ccb52677c0c0,ab7346c5f8421a11b94518493b68ccb52677c0c0,timing_clock,high,sim_interactive,high,"Two goal handlers spinning the relay's single executor concurrently lost futures, so an unresolved takeoff starved every later goal at wait_for_server",a takeoff whose result never resolves then starves every later goal at wait_for_server/send (observed twice - perch goals logged but never forwarded),yes,"Observed twice: perch goals are logged as received and then silently never forwarded, stalling the session.",gcs/ros_ws/src/action_relay/action_relay/relay_node.py,32+/4-
